"neighbourhood","neighbourhood_group","room_type","price","minimum_nights","number_of_reviews"
"Upper West Side","Manhattan","Entire home/apt",315,30,1
"Ridgewood","Queens","Private room",47,2,24
"SoHo","Manhattan","Entire home/apt",350,30,0
"Nolita","Manhattan","Private room",350,1,2
"Morningside Heights","Manhattan","Private room",60,30,1
"Elmhurst","Queens","Private room",48,30,0
"Long Island City","Queens","Private room",200,30,1
"Brownsville","Brooklyn","Private room",35,30,41
"Middle Village","Queens","Private room",47,1,15
"Prospect-Lefferts Gardens","Brooklyn","Entire home/apt",89,7,87
"Windsor Terrace","Brooklyn","Entire home/apt",171,3,14
"Crown Heights","Brooklyn","Private room",55,1,3
"Ridgewood","Queens","Private room",75,2,4
"Theater District","Manhattan","Private room",120,5,0
"Harlem","Manhattan","Private room",59,28,23
"Williamsburg","Brooklyn","Entire home/apt",224,2,4
"Bushwick","Brooklyn","Entire home/apt",350,30,6
"Inwood","Manhattan","Private room",39,30,2
"Williamsburg","Brooklyn","Private room",49,30,2
"Upper East Side","Manhattan","Entire home/apt",175,30,0
"Crown Heights","Brooklyn","Private room",71,1,142
"Upper East Side","Manhattan","Private room",55,30,2
"Brownsville","Brooklyn","Entire home/apt",236,2,1
"Williamsburg","Brooklyn","Private room",65,30,108
"Washington Heights","Manhattan","Private room",49,2,26
"Brooklyn Heights","Brooklyn","Entire home/apt",120,90,35
"Upper West Side","Manhattan","Entire home/apt",202,30,11
"Bayswater","Queens","Private room",55,1,131
"Financial District","Manhattan","Private room",310,30,2
"Financial District","Manhattan","Entire home/apt",175,30,0
"East Harlem","Manhattan","Entire home/apt",120,30,4
"Bedford-Stuyvesant","Brooklyn","Private room",65,30,38
"Rockaway Beach","Queens","Private room",110,2,3
"Clinton Hill","Brooklyn","Entire home/apt",515,4,79
"Williamsburg","Brooklyn","Entire home/apt",250,30,0
"Clinton Hill","Brooklyn","Entire home/apt",250,30,4
"East Village","Manhattan","Private room",70,30,0
"Williamsburg","Brooklyn","Entire home/apt",60,10,1
"Financial District","Manhattan","Private room",163,1,39
"East Flatbush","Brooklyn","Private room",123,2,77
"Howard Beach","Queens","Private room",140,30,0
"Sheepshead Bay","Brooklyn","Shared room",40,1,170
"Upper West Side","Manhattan","Entire home/apt",150,30,5
"Upper West Side","Manhattan","Entire home/apt",175,30,5
"Woodside","Queens","Private room",42,30,2
"Lower East Side","Manhattan","Entire home/apt",160,30,0
"Washington Heights","Manhattan","Private room",53,30,0
"West Village","Manhattan","Entire home/apt",232,30,1
"Woodside","Queens","Private room",50,5,15
"Midtown","Manhattan","Private room",225,7,0
"Upper West Side","Manhattan","Entire home/apt",120,30,3
"Bushwick","Brooklyn","Entire home/apt",74,1,181
"West Village","Manhattan","Entire home/apt",415,30,0
"Williamsburg","Brooklyn","Private room",99,30,0
"Midtown","Manhattan","Private room",90,7,37
"Greenpoint","Brooklyn","Entire home/apt",100,14,9
"Washington Heights","Manhattan","Private room",60,2,66
"Greenpoint","Brooklyn","Entire home/apt",164,30,0
"Sunnyside","Queens","Private room",49,30,2
"Jamaica","Queens","Private room",90,2,26
"Ridgewood","Queens","Entire home/apt",150,30,63
"Sunnyside","Queens","Private room",49,30,32
"Midtown","Manhattan","Entire home/apt",540,30,0
"Bushwick","Brooklyn","Private room",29,30,0
"Hell's Kitchen","Manhattan","Private room",70,30,2
"Midtown","Manhattan","Entire home/apt",151,30,0
"New Springville","Staten Island","Private room",68,30,11
"Grant City","Staten Island","Private room",35,30,2
"East Harlem","Manhattan","Entire home/apt",150,30,2
"Harlem","Manhattan","Entire home/apt",150,30,2
"Murray Hill","Manhattan","Entire home/apt",200,28,0
"Briarwood","Queens","Private room",75,30,50
"Crown Heights","Brooklyn","Entire home/apt",125,30,0
"Concourse","Bronx","Entire home/apt",95,2,14
"East Village","Manhattan","Entire home/apt",154,30,0
"East Flatbush","Brooklyn","Entire home/apt",200,3,1
"Bedford-Stuyvesant","Brooklyn","Private room",49,30,2
"Harlem","Manhattan","Private room",60,1,11
"Harlem","Manhattan","Entire home/apt",150,30,1
"Chelsea","Manhattan","Private room",413,1,8
"Theater District","Manhattan","Hotel room",999,1,64
"Prospect Heights","Brooklyn","Entire home/apt",185,30,0
"Astoria","Queens","Private room",70,30,0
"Upper East Side","Manhattan","Shared room",80,30,1
"Park Slope","Brooklyn","Private room",75,30,0
"Bushwick","Brooklyn","Entire home/apt",125,30,1
"Murray Hill","Manhattan","Entire home/apt",125,30,2
"Crown Heights","Brooklyn","Entire home/apt",180,30,1
"East Elmhurst","Queens","Entire home/apt",69,5,86
"Midtown","Manhattan","Entire home/apt",190,30,1
"Bedford-Stuyvesant","Brooklyn","Entire home/apt",192,30,2
"East Flatbush","Brooklyn","Entire home/apt",135,2,1
"Harlem","Manhattan","Entire home/apt",150,6,9
"Hell's Kitchen","Manhattan","Private room",130,3,0
"Bedford-Stuyvesant","Brooklyn","Private room",65,30,2
"Murray Hill","Manhattan","Private room",217,1,9
"Upper East Side","Manhattan","Private room",95,30,19
"Williamsburg","Brooklyn","Entire home/apt",150,30,0
"East Village","Manhattan","Entire home/apt",199,2,10
"Lower East Side","Manhattan","Entire home/apt",127,2,86
"Bay Ridge","Brooklyn","Entire home/apt",80,21,0
"Chelsea","Manhattan","Entire home/apt",400,30,0
"Chinatown","Manhattan","Entire home/apt",300,30,7
"Hell's Kitchen","Manhattan","Entire home/apt",170,30,0
"Midtown","Manhattan","Private room",179,1,0
"Bedford-Stuyvesant","Brooklyn","Entire home/apt",110,30,0
"East Village","Manhattan","Private room",59,30,6
"East Elmhurst","Queens","Entire home/apt",93,3,42
"Financial District","Manhattan","Private room",125,30,0
"Midtown","Manhattan","Entire home/apt",230,30,1
"Long Island City","Queens","Entire home/apt",212,1,43
"Bay Ridge","Brooklyn","Private room",60,1,3
"Greenwich Village","Manhattan","Private room",50,30,1
"Astoria","Queens","Entire home/apt",150,30,33
"Park Slope","Brooklyn","Entire home/apt",325,1,2
"Greenpoint","Brooklyn","Private room",90,30,0
"Long Island City","Queens","Private room",76,1,0
"Cobble Hill","Brooklyn","Entire home/apt",105,30,5
"Kips Bay","Manhattan","Entire home/apt",125,30,0
"Bedford-Stuyvesant","Brooklyn","Entire home/apt",127,1,125
"Chelsea","Manhattan","Shared room",49,30,3
"Boerum Hill","Brooklyn","Entire home/apt",168,30,1
"Flushing","Queens","Private room",35,30,2
"East Elmhurst","Queens","Private room",61,1,53
"Brighton Beach","Brooklyn","Entire home/apt",199,30,0
"Claremont Village","Bronx","Private room",65,30,0
"Harlem","Manhattan","Private room",85,3,11
"Prospect Heights","Brooklyn","Entire home/apt",135,30,22
"Cobble Hill","Brooklyn","Private room",1500,30,0
"Bushwick","Brooklyn","Entire home/apt",90,7,0
"Harlem","Manhattan","Entire home/apt",200,30,0
"Theater District","Manhattan","Private room",139,1,0
"Chelsea","Manhattan","Entire home/apt",354,30,0
"SoHo","Manhattan","Hotel room",148,1,579
"East Harlem","Manhattan","Entire home/apt",130,30,1
"Oakwood","Staten Island","Entire home/apt",130,2,0
"Park Slope","Brooklyn","Entire home/apt",326,2,158
"Greenpoint","Brooklyn","Entire home/apt",119,30,13
"South Slope","Brooklyn","Entire home/apt",150,3,155
"Lower East Side","Manhattan","Entire home/apt",148,15,6
"Glendale","Queens","Entire home/apt",150,30,1
"Roosevelt Island","Manhattan","Entire home/apt",126,8,1
"Crown Heights","Brooklyn","Private room",40,30,0
"Chinatown","Manhattan","Entire home/apt",110,30,4
"Upper East Side","Manhattan","Entire home/apt",165,30,13
"East Village","Manhattan","Private room",90,3,5
"Crown Heights","Brooklyn","Entire home/apt",95,30,5
"Nolita","Manhattan","Private room",100,31,154
"Bedford-Stuyvesant","Brooklyn","Entire home/apt",59,30,0
"Prospect Heights","Brooklyn","Entire home/apt",104,14,1
"Bedford-Stuyvesant","Brooklyn","Private room",51,30,0
"Bushwick","Brooklyn","Private room",35,31,1
"Williamsburg","Brooklyn","Entire home/apt",92,2,12
"Crown Heights","Brooklyn","Private room",57,30,12
"Chinatown","Manhattan","Entire home/apt",200,30,33
"Upper West Side","Manhattan","Entire home/apt",250,30,8
"Bedford-Stuyvesant","Brooklyn","Private room",50,1,90
"Harlem","Manhattan","Entire home/apt",271,1,3
"Midtown","Manhattan","Entire home/apt",353,3,7
"Crown Heights","Brooklyn","Entire home/apt",443,2,18
"Harlem","Manhattan","Private room",50,3,14
"Kensington","Brooklyn","Entire home/apt",96,3,40
"Washington Heights","Manhattan","Entire home/apt",100,30,16
"Hell's Kitchen","Manhattan","Entire home/apt",159,1,38
"Lower East Side","Manhattan","Entire home/apt",162,1,220
"Harlem","Manhattan","Private room",90,30,1
"Hell's Kitchen","Manhattan","Entire home/apt",123,30,0
"East Harlem","Manhattan","Private room",94,30,3
"East Harlem","Manhattan","Private room",100,30,0
"Mott Haven","Bronx","Private room",52,30,23
"Bushwick","Brooklyn","Entire home/apt",400,3,11
"Bushwick","Brooklyn","Entire home/apt",135,3,11
"East Village","Manhattan","Private room",89,30,0
"Sunset Park","Brooklyn","Entire home/apt",75,30,0
"Woodside","Queens","Private room",85,30,1
"Midtown","Manhattan","Entire home/apt",130,31,73
"Williamsburg","Brooklyn","Entire home/apt",150,6,0
"Hell's Kitchen","Manhattan","Private room",85,30,6
"Midtown","Manhattan","Private room",650,4,0
"Harlem","Manhattan","Private room",29,5,247
"Fort Greene","Brooklyn","Entire home/apt",195,2,42
"Harlem","Manhattan","Entire home/apt",155,3,176
"Midtown","Manhattan","Private room",159,1,1
"Upper West Side","Manhattan","Entire home/apt",111,30,45
"East Village","Manhattan","Entire home/apt",200,30,19
"Bushwick","Brooklyn","Private room",50,30,0
"Coney Island","Brooklyn","Entire home/apt",100,2,2
"East Flatbush","Brooklyn","Private room",50,1,1
"Jackson Heights","Queens","Private room",99,30,55
"Woodside","Queens","Entire home/apt",123,1,5
"Bedford-Stuyvesant","Brooklyn","Private room",25,30,2
"Harlem","Manhattan","Private room",50,30,0
"Flatbush","Brooklyn","Private room",60,30,1
"Hell's Kitchen","Manhattan","Entire home/apt",180,30,131
"Williamsburg","Brooklyn","Entire home/apt",200,10,9
"Midtown","Manhattan","Entire home/apt",250,3,116
"Midtown","Manhattan","Private room",70,5,0
"Crown Heights","Brooklyn","Private room",55,1,6
"Upper East Side","Manhattan","Entire home/apt",101,30,0
"Bedford-Stuyvesant","Brooklyn","Private room",51,30,0
"Chinatown","Manhattan","Entire home/apt",165,2,10
"Financial District","Manhattan","Private room",90,1,4
"Chelsea","Manhattan","Entire home/apt",225,30,2
"Greenwich Village","Manhattan","Entire home/apt",110,4,9
"East Village","Manhattan","Private room",130,30,135
"Bushwick","Brooklyn","Private room",55,1,1
"Williamsburg","Brooklyn","Private room",80,30,2
"Pelham Bay","Bronx","Entire home/apt",94,3,149
"Harlem","Manhattan","Private room",46,30,59
"East Village","Manhattan","Entire home/apt",400,6,27
"SoHo","Manhattan","Entire home/apt",120,30,0
"Hell's Kitchen","Manhattan","Entire home/apt",105,30,1
"Washington Heights","Manhattan","Private room",68,5,7
"Boerum Hill","Brooklyn","Entire home/apt",95,30,3
"Harlem","Manhattan","Private room",100,30,0
"Midwood","Brooklyn","Private room",58,2,4
"Midtown","Manhattan","Entire home/apt",291,30,13
"Midtown","Manhattan","Entire home/apt",599,1,0
"Murray Hill","Manhattan","Entire home/apt",150,30,17
"Vinegar Hill","Brooklyn","Private room",89,2,4
"Woodside","Queens","Private room",38,30,0
"Rockaway Beach","Queens","Entire home/apt",150,2,66
"Kips Bay","Manhattan","Entire home/apt",199,30,2
"Upper West Side","Manhattan","Private room",58,30,0
"Ditmars Steinway","Queens","Private room",67,1,1
"Harlem","Manhattan","Entire home/apt",150,2,0
"Bushwick","Brooklyn","Private room",40,30,6
"Forest Hills","Queens","Entire home/apt",150,30,0
"Bushwick","Brooklyn","Entire home/apt",250,3,28
"Flatbush","Brooklyn","Entire home/apt",75,30,1
"Harlem","Manhattan","Private room",35,7,0
"Washington Heights","Manhattan","Private room",69,1,0
"Ditmars Steinway","Queens","Private room",75,2,58
"Bedford-Stuyvesant","Brooklyn","Private room",94,4,15
"Long Island City","Queens","Entire home/apt",212,2,2
"Sunnyside","Queens","Entire home/apt",155,45,223
"Crown Heights","Brooklyn","Entire home/apt",98,30,34
"Bedford-Stuyvesant","Brooklyn","Entire home/apt",100,30,2
"Rosedale","Queens","Private room",49,1,138
"Long Island City","Queens","Private room",208,1,9
"Bedford-Stuyvesant","Brooklyn","Entire home/apt",218,4,3
"Williamsburg","Brooklyn","Private room",75,30,2
"Greenpoint","Brooklyn","Entire home/apt",134,30,1
"Sheepshead Bay","Brooklyn","Entire home/apt",1200,1,5
"Bedford-Stuyvesant","Brooklyn","Private room",92,30,0
"Gowanus","Brooklyn","Entire home/apt",275,30,67
"Springfield Gardens","Queens","Entire home/apt",105,30,7
"East Harlem","Manhattan","Private room",89,5,44
"Williamsburg","Brooklyn","Private room",55,30,2
"Bedford-Stuyvesant","Brooklyn","Private room",95,5,49
"Astoria","Queens","Private room",56,30,72
"Bayside","Queens","Entire home/apt",89,30,16
"Kingsbridge","Bronx","Entire home/apt",82,2,38
"Ridgewood","Queens","Private room",50,3,10
"Bushwick","Brooklyn","Shared room",42,30,73
"Bushwick","Brooklyn","Private room",150,4,0
"Hell's Kitchen","Manhattan","Entire home/apt",165,30,7
"Midtown","Manhattan","Private room",98,30,123
"Harlem","Manhattan","Entire home/apt",70,30,2
"Chelsea","Manhattan","Private room",84,30,0
"Upper East Side","Manhattan","Private room",89,30,67
"Chelsea","Manhattan","Entire home/apt",183,3,3
"Jamaica","Queens","Entire home/apt",65,30,3
"Kensington","Brooklyn","Entire home/apt",130,2,43
"East Harlem","Manhattan","Private room",100,3,175
"Astoria","Queens","Private room",39,30,0
"Kips Bay","Manhattan","Entire home/apt",150,30,2
"Bay Ridge","Brooklyn","Private room",43,30,0
"Lower East Side","Manhattan","Hotel room",0,30,0
"Financial District","Manhattan","Entire home/apt",250,2,4
"Upper East Side","Manhattan","Entire home/apt",130,30,2
"Sunset Park","Brooklyn","Private room",700,30,0
"East Flatbush","Brooklyn","Entire home/apt",69,2,13
"Greenpoint","Brooklyn","Shared room",29,30,4
"Harlem","Manhattan","Entire home/apt",191,14,59
"Lower East Side","Manhattan","Entire home/apt",120,30,5
"Williamsburg","Brooklyn","Private room",45,31,0
"South Slope","Brooklyn","Entire home/apt",195,2,64
"Upper East Side","Manhattan","Entire home/apt",245,30,3
"Upper West Side","Manhattan","Entire home/apt",237,30,0
"Chelsea","Manhattan","Entire home/apt",250,30,1
"Wakefield","Bronx","Entire home/apt",75,5,0
"Carroll Gardens","Brooklyn","Entire home/apt",132,30,1
"Park Slope","Brooklyn","Entire home/apt",345,45,2
"Flushing","Queens","Private room",55,1,161
"Bedford-Stuyvesant","Brooklyn","Entire home/apt",150,1,38
"Williamsburg","Brooklyn","Private room",49,30,0
"Bensonhurst","Brooklyn","Entire home/apt",115,1,0
"Sunnyside","Queens","Private room",25,1,57
"Lower East Side","Manhattan","Private room",102,30,6
"Midtown","Manhattan","Entire home/apt",170,30,1
"Fort Greene","Brooklyn","Entire home/apt",150,30,19
"Upper East Side","Manhattan","Private room",68,30,2
"Theater District","Manhattan","Hotel room",360,1,1
"Nolita","Manhattan","Private room",80,28,50
"Elmhurst","Queens","Private room",30,30,4
"Sunnyside","Queens","Private room",76,2,86
"Nolita","Manhattan","Entire home/apt",193,30,0
"Williamsburg","Brooklyn","Entire home/apt",170,30,12
"Harlem","Manhattan","Shared room",85,2,1
"Upper West Side","Manhattan","Shared room",60,30,0
"Bushwick","Brooklyn","Entire home/apt",99,1,80
"Bushwick","Brooklyn","Private room",63,30,5
"Hell's Kitchen","Manhattan","Private room",80,30,0
"Schuylerville","Bronx","Private room",51,2,50
"Long Island City","Queens","Private room",65,30,1
"Jamaica","Queens","Private room",100,1,0
"Harlem","Manhattan","Entire home/apt",70,3,1
"Fort Greene","Brooklyn","Entire home/apt",154,30,0
"Hell's Kitchen","Manhattan","Entire home/apt",425,30,0
"Fort Greene","Brooklyn","Entire home/apt",175,30,3
"Bushwick","Brooklyn","Entire home/apt",83,30,0
"West Village","Manhattan","Entire home/apt",150,30,2
"Kips Bay","Manhattan","Entire home/apt",175,62,0
"Chelsea","Manhattan","Entire home/apt",110,30,0
"Midtown","Manhattan","Entire home/apt",299,30,7
"East Village","Manhattan","Private room",135,1,45
"Bushwick","Brooklyn","Entire home/apt",148,30,36
"Jackson Heights","Queens","Private room",79,2,82
"Park Slope","Brooklyn","Entire home/apt",101,30,8
"Woodside","Queens","Private room",35,30,1
"Park Slope","Brooklyn","Entire home/apt",355,3,141
"Fort Greene","Brooklyn","Entire home/apt",150,30,6
"Lower East Side","Manhattan","Entire home/apt",90,30,102
"Greenwich Village","Manhattan","Entire home/apt",199,30,60
"Crown Heights","Brooklyn","Private room",145,1,93
"St. Albans","Queens","Entire home/apt",99,1,222
"Astoria","Queens","Entire home/apt",60,31,1
"Bedford-Stuyvesant","Brooklyn","Private room",75,30,1
"Washington Heights","Manhattan","Entire home/apt",145,30,1
"Theater District","Manhattan","Private room",153,1,4
"Woodhaven","Queens","Private room",75,30,0
"Bedford-Stuyvesant","Brooklyn","Entire home/apt",524,1,201
"Jackson Heights","Queens","Private room",31,30,0
"Carroll Gardens","Brooklyn","Entire home/apt",120,30,92
"Lower East Side","Manhattan","Entire home/apt",189,30,3
"East Elmhurst","Queens","Private room",62,1,418
"Hell's Kitchen","Manhattan","Entire home/apt",220,1,0
"Mott Haven","Bronx","Private room",45,30,14
"East Harlem","Manhattan","Entire home/apt",60,30,2
"Hell's Kitchen","Manhattan","Entire home/apt",150,1,0
"Upper West Side","Manhattan","Shared room",66,1,39
"Harlem","Manhattan","Private room",200,30,5
"Upper East Side","Manhattan","Entire home/apt",135,30,2
"Williamsburg","Brooklyn","Private room",100,30,12
"Long Island City","Queens","Entire home/apt",150,2,82
"Williamsburg","Brooklyn","Entire home/apt",200,30,1
"Fort Greene","Brooklyn","Entire home/apt",53,30,7
"Williamsburg","Brooklyn","Entire home/apt",158,30,2
"East Village","Manhattan","Entire home/apt",120,30,4
"Bedford-Stuyvesant","Brooklyn","Entire home/apt",156,3,37
"Williamsburg","Brooklyn","Private room",115,30,4
"South Slope","Brooklyn","Entire home/apt",150,30,29
"Crown Heights","Brooklyn","Private room",74,2,0
